book_id,neighbor_id,similarity
3265,9289,0.5158
3265,3382,0.2865
3266,5523,0.5651
3266,1510,0.4988
3266,1321,0.4357
3266,9806,0.384
3266,835,0.3767
3266,720,0.3685
3266,3110,0.3531
3266,6027,0.3361
3266,893,0.3109
3266,5339,0.3039
3267,7591,0.2622
3267,1941,0.1363
3267,458,0.1085
3267,551,0.1082
3267,277,0.1067
3267,61,0.1023
3267,1770,0.102
3267,30,0.0975
3267,226,0.0897
3267,4321,0.0895
3268,291,0.109
3268,231,0.1067
3268,396,0.1067
3268,144,0.1022
3268,195,0.1018
3268,414,0.0995
3268,318,0.0987
3268,143,0.0979
3268,313,0.0971
3268,256,0.0967
3269,1385,0.3889
3269,5947,0.1819
3269,4828,0.1817
3269,2543,0.1777
3269,458,0.1612
3269,3566,0.1599
3269,2486,0.1547
3269,522,0.1433
3269,3064,0.137
3269,4654,0.1328
3270,141,0.0909
3270,1527,0.0687
3270,2205,0.0547
3270,385,0.0544
3270,2139,0.0523
3270,1046,0.0519
3270,352,0.0499
3270,537,0.0498
3270,143,0.0497
3270,458,0.0493
3271,4076,0.7328
3271,4223,0.5513
3271,875,0.5215
3271,4562,0.4306
3271,2392,0.2043
3271,5755,0.1931
3271,643,0.1893
3271,449,0.1811
3271,783,0.1795
3271,981,0.1757
3272,4980,0.5937
3272,4264,0.5734
3272,1475,0.5725
3272,7114,0.5623
3272,1933,0.5481
3272,5002,0.4259
3272,3438,0.4219
3272,8466,0.3654
3272,2033,0.3652
3272,1180,0.3575
3273,2815,0.3874
3273,1573,0.3342
3273,2573,0.3227
3273,1407,0.3125
3273,1733,0.3121
3273,1388,0.2931
3273,1245,0.2791
3273,1057,0.2703
3273,2607,0.2679
3273,963,0.2644
3274,3047,0.5334
3274,798,0.3947
3274,1348,0.3859
3274,5265,0.3771
3274,5303,0.3731
3274,3363,0.3555
3274,6334,0.3515
3274,4877,0.3428
3274,7611,0.341
3274,5446,0.3276
3275,3054,0.4172
3275,3220,0.3766
3275,4603,0.3709
3275,2101,0.3561
3275,4038,0.3401
3275,1754,0.3393
3275,1619,0.3331
3275,4248,0.3063
3275,9327,0.3062
3275,3030,0.2826
3276,2861,0.8614
3276,3089,0.8116
3276,3369,0.7604
3276,2389,0.7217
3276,3664,0.7209
3276,1616,0.6728
3276,4675,0.6387
3276,4667,0.5413
3276,6053,0.3372
3276,8761,0.2648
3277,4636,0.4909
3277,5121,0.4687
3277,2055,0.4669
3277,3394,0.4597
3277,1138,0.4553
3277,2849,0.4258
3277,5781,0.4242
3277,8431,0.4082
3277,8608,0.399
3277,5758,0.3917
3278,3298,0.9054
3278,2669,0.8669
3278,2299,0.6136
3278,2382,0.6017
3278,1964,0.5813
3278,5960,0.5593
3278,5067,0.5581
3278,1246,0.533
3278,6578,0.5087
3278,6830,0.4979
3279,9045,0.4174
3279,4180,0.3448
3279,3151,0.33
3279,2260,0.3253
3279,4177,0.3247
3279,1765,0.3146
3279,3936,0.3109
3279,971,0.279
3279,876,0.2506
3279,5767,0.2484
3280,3870,0.6778
3280,3705,0.6527
3280,4025,0.6403
3280,3965,0.6168
3280,4590,0.6079
3280,3982,0.6062
3280,2497,0.6043
3280,2751,0.5958
3280,3366,0.585
3280,3198,0.569
3281,2194,0.1997
3281,607,0.1731
3281,752,0.1675
3281,1022,0.1652
3281,1027,0.1504
3281,842,0.1469
3281,393,0.144
3281,1952,0.1401
3281,684,0.1392
3281,1264,0.1336
3282,4708,0.1998
3282,39,0.1338
3282,135,0.1025
3282,165,0.1016
3282,110,0.1003
3282,188,0.095
3282,2149,0.0936
3282,917,0.0883
3282,192,0.0857
3282,19,0.0851
3283,8540,0.5183
3283,2340,0.1887
3283,4009,0.1649
3283,4322,0.1641
3283,7201,0.1272
3283,2546,0.1226
3283,5078,0.1029
3283,9596,0.1029
3283,5355,0.1008
3283,1417,0.0968
3284,2368,0.3686
3284,3787,0.3531
3284,5737,0.3265
3284,1675,0.3222
3284,4265,0.3125
3284,1762,0.3122
3284,2820,0.3093
3284,8731,0.3028
3284,1386,0.3023
3284,5157,0.2932
3285,2457,0.1658
3285,1197,0.1579
3285,5393,0.1558
3285,7672,0.1226
3285,69,0.1122
3285,8041,0.1088
3285,1045,0.1022
3285,105,0.1009
3285,12,0.0874
3285,2880,0.0735
3286,3614,0.9212
3286,3918,0.8688
3286,4289,0.8567
3286,4542,0.8336
3286,4632,0.8189
3286,4548,0.7947
3286,5030,0.7856
3286,5243,0.7544
3286,6823,0.6868
3286,8465,0.6139
3287,8463,0.2561
3287,1060,0.2522
3287,550,0.1821
3287,6518,0.1466
3287,2357,0.1274
3287,1021,0.1137
3287,6988,0.1057
3287,5286,0.1022
3287,7518,0.0979
3287,2020,0.0928
3288,1787,0.5892
3288,3438,0.512
3288,1933,0.4989
3288,1647,0.4665
3288,2292,0.4623
3288,1372,0.4607
3288,1475,0.4495
3288,9221,0.4436
3288,3093,0.4355
3288,2588,0.4289
3289,6563,0.5978
3289,6086,0.5471
3289,5803,0.4454
3289,5403,0.4253
3289,6239,0.3507
3289,6635,0.2624
3289,981,0.2269
3289,2134,0.2245
3289,3967,0.2228
3289,246,0.2028
3290,2575,0.3693
3290,692,0.354
3290,1599,0.3266
3290,3067,0.286
3290,6757,0.2692
3290,3042,0.2685
3290,4133,0.2641
3290,3386,0.2624
3290,4089,0.2485
3290,1406,0.2441
3291,4182,0.7174
3291,2385,0.6622
3291,5554,0.5742
3291,7258,0.4949
3291,5498,0.2662
3291,8651,0.2594
3291,9922,0.2521
3291,9019,0.2442
3291,1812,0.189
3291,1593,0.1811
3292,2397,0.4998
3292,5396,0.424
3292,8768,0.3443
3292,9952,0.3377
3292,4719,0.3338
3292,3752,0.2311
3292,1240,0.2233
3292,446,0.2038
3292,1461,0.1856
3292,8343,0.1693
3293,1386,0.3262
3293,8094,0.2802
3293,1202,0.273
3293,2124,0.2294
3293,515,0.2279
3293,1567,0.2262
3293,847,0.2237
3293,409,0.2028
3293,3812,0.1985
3293,1675,0.198
3294,2535,0.8702
3294,3722,0.8171
3294,1187,0.6522
3294,673,0.1778
3294,1198,0.1702
3294,1220,0.153
3294,3961,0.1521
3294,146,0.1492
3294,143,0.1385
3294,2848,0.1361
3295,3117,0.8711
3295,2119,0.8457
3295,9331,0.5238
3295,7793,0.4487
3295,9586,0.4376
3295,5671,0.4336
3295,1429,0.156
3295,1412,0.1519
3295,859,0.1514
3295,6855,0.1401
3296,8676,0.1485
3296,638,0.1398
3296,2449,0.1355
3296,467,0.1327
3296,654,0.131
3296,2953,0.1141
3296,658,0.107
3296,7261,0.1068
3296,1136,0.1005
3296,6191,0.1003
3297,5172,0.6629
3297,1702,0.3524
3297,812,0.3443
3297,1295,0.3304
3297,4450,0.3267
3297,2665,0.326
3297,2972,0.3213
3297,4448,0.3176
3297,2562,0.3089
3297,5096,0.3027
3298,3278,0.9054
3298,2669,0.8216
3298,2299,0.6126
3298,2382,0.604
3298,1964,0.5599
3298,5960,0.5495
3298,5067,0.5439
3298,1246,0.5258
3298,6578,0.4961
3298,6830,0.4879
3299,6436,0.2705
3299,5914,0.1785
3299,5097,0.1673
3299,318,0.1463
3299,437,0.1448
3299,1649,0.1419
3299,3136,0.1412
3299,235,0.1405
3299,9828,0.132
3299,7582,0.1295
3300,2815,0.2809
3300,2057,0.2438
3300,3273,0.2203
3300,7175,0.2158
3300,2212,0.2141
3300,1543,0.2107
3300,1092,0.1988
3300,1596,0.1968
3300,1902,0.1776
3300,2607,0.1763
3301,2099,0.4205
3301,810,0.3875
3301,803,0.3735
3301,3506,0.3625
3301,5001,0.353
3301,6362,0.3419
3301,2656,0.3227
3301,6378,0.311
3301,1126,0.3042
3301,4851,0.2991
3302,5742,0.6434
3302,7960,0.5901
3302,6756,0.2326
3302,2262,0.16
3302,5414,0.1473
3302,4440,0.1328
3302,5287,0.1211
3302,2289,0.1165
3302,4044,0.1152
3302,6296,0.1035
3303,728,0.3622
3303,3740,0.3451
3303,4010,0.3306
3303,3743,0.3201
3303,2096,0.2893
3303,6409,0.2762
3303,6724,0.271
3303,971,0.2672
3303,4439,0.2662
3303,6395,0.2533
3304,3100,0.3851
3304,999,0.3526
3304,2215,0.3326
3304,3871,0.3229
3304,4815,0.3026
3304,2976,0.2822
3304,4658,0.2611
3304,1916,0.2314
3304,4042,0.228
3304,2049,0.216
3305,3810,0.3004
3305,5786,0.2909
3305,990,0.2406
3305,4059,0.24
3305,7873,0.1925
3305,1621,0.1888
3305,1926,0.1882
3305,8034,0.1795
3305,2414,0.1654
3305,5713,0.1583
3306,7481,0.2007
3306,1545,0.1975
3306,9194,0.1864
3306,826,0.1839
3306,5972,0.1543
3306,1695,0.1532
3306,1823,0.132
3306,444,0.1309
3306,2078,0.1177
3306,2446,0.1159
3307,2636,0.2315
3307,2117,0.1212
3307,1514,0.1206
3307,217,0.1178
3307,3488,0.1161
3307,1734,0.1123
3307,144,0.1092
3307,5180,0.1066
3307,610,0.1036
3307,7738,0.0999
3308,4740,0.4217
3308,3603,0.188
3308,8519,0.1487
3308,1888,0.1309
3308,758,0.1253
3308,1672,0.113
3308,1851,0.1126
3308,1577,0.1058
3308,208,0.093
3308,881,0.0884
3309,1690,0.6318
3309,1602,0.6268
3309,1630,0.6109
3309,1450,0.5888
3309,1363,0.5701
3309,1394,0.5656
3309,1654,0.5642
3309,1340,0.5579
3309,1304,0.5535
3309,1228,0.5467
3310,8999,0.3456
3310,462,0.3169
3310,3785,0.3146
3310,5435,0.2513
3310,2022,0.1655
3310,9303,0.165
3310,8605,0.1487
3310,9576,0.1453
3310,3840,0.1447
3310,9563,0.1371
3311,1714,0.4219
3311,4057,0.3313
3311,848,0.2717
3311,118,0.1975
3311,3118,0.1246
3311,860,0.1176
3311,2188,0.1017
3311,33,0.1
3311,1752,0.0963
3311,273,0.0957
3312,5726,0.4645
3312,811,0.4226
3312,1345,0.2656
3312,926,0.2534
3312,1028,0.2233
3312,3466,0.2191
3312,1508,0.2117
3312,2216,0.2113
3312,4900,0.2107
3312,2617,0.2086
3313,417,0.0951
3313,258,0.0858
3313,16,0.0811
3313,38,0.0807
3313,98,0.08
3313,47,0.0781
3313,46,0.0779
3313,140,0.0739
3313,31,0.0728
3313,185,0.0717
3314,5306,0.7745
3314,5707,0.6889
3314,1142,0.4482
3314,2084,0.4
3314,7003,0.3625
3314,1519,0.3455
3314,2500,0.317
3314,442,0.284
3314,2616,0.2034
3314,3884,0.1914
3315,5447,0.1586
3315,3746,0.1349
3315,5922,0.1122
3315,1115,0.1062
3315,5276,0.0988
3315,9788,0.0984
3315,1833,0.0906
3315,3356,0.0894
3315,144,0.0877
3315,2844,0.082
3316,7116,0.5865
3316,8173,0.567
3316,8241,0.5352
3316,8287,0.5256
3316,8557,0.5043
3316,9994,0.4741
3316,2733,0.1657
3316,1032,0.1298
3316,2019,0.1271
3316,41,0.1188
3317,3325,0.5111
3317,429,0.4121
3317,894,0.3331
3317,1342,0.3285
3317,1368,0.3185
3317,755,0.31
3317,1089,0.3088
3317,2469,0.2893
3317,6083,0.279
3317,1337,0.2733
3318,6550,0.6267
3318,9937,0.474
3318,2294,0.2138
3318,1523,0.1895
3318,166,0.1804
3318,655,0.1636
3318,280,0.1628
3318,2916,0.1567
3318,6952,0.156
3318,525,0.1552
3319,7050,0.6601
3319,7374,0.6162
3319,9146,0.5677
3319,9774,0.557
3319,9682,0.1535
3319,5267,0.1358
3319,223,0.1156
3319,6859,0.113
3319,9734,0.1112
3319,2389,0.1084
3320,3939,0.2991
3320,5053,0.2606
3320,5208,0.252
3320,6367,0.2509
3320,2308,0.2432
3320,3840,0.242
3320,3734,0.2381
3320,3785,0.2353
3320,4780,0.2283
3320,2108,0.2211
3321,7169,0.278
3321,9754,0.2008
3321,121,0.1725
3321,1797,0.1622
3321,5378,0.1455
3321,3581,0.1318
3321,6615,0.1307
3321,959,0.1298
3321,5754,0.1278
3321,1312,0.127
3322,4842,0.3969
3322,6299,0.392
3322,148,0.2355
3322,1171,0.1977
3322,3686,0.1937
3322,5216,0.187
3322,7418,0.1716
3322,3352,0.1611
3322,901,0.1097
3322,150,0.103
3323,4333,0.1971
3323,1178,0.1893
3323,1717,0.1768
3323,1320,0.1766
3323,2158,0.1758
3323,2490,0.1621
3323,1120,0.1602
3323,1650,0.1551
3323,2370,0.1485
3323,1108,0.1484
3324,1044,0.2043
3324,352,0.1963
3324,290,0.1722
3324,1046,0.1669
3324,931,0.1536
3324,2335,0.1226
3324,106,0.1189
3324,320,0.1126
3324,1009,0.108
3324,61,0.1067
3325,3317,0.5111
3325,1342,0.3867
3325,1368,0.3851
3325,894,0.359
3325,429,0.3355
3325,2469,0.308
3325,6083,0.2948
3325,1089,0.2948
3325,1337,0.2931
3325,755,0.2868
3326,3687,0.7783
3326,4446,0.7674
3326,3862,0.7457
3326,3336,0.7316
3326,2662,0.7243
3326,3970,0.6968
3326,3176,0.6682
3326,5060,0.5973
3326,1696,0.5964
3326,6624,0.5271
3327,2829,0.2014
3327,1395,0.1599
3327,8709,0.1439
3327,7161,0.1439
3327,4674,0.1384
3327,2653,0.1383
3327,9872,0.136
3327,1212,0.1353
3327,6310,0.13
3327,702,0.1273
3328,884,0.1254
3328,2734,0.111
3328,1948,0.0993
3328,139,0.0926
3328,7530,0.0895
3328,7535,0.0884
3328,2838,0.0747
3328,324,0.0747
3328,506,0.0735
3328,1045,0.0729
3329,2570,0.2214
3329,7640,0.1972
3329,1405,0.1477
3329,458,0.138
3329,572,0.1366
3329,1220,0.135
3329,3269,0.1241
3329,2848,0.123
3329,1385,0.1173
3329,1174,0.1144
3330,2807,0.8493
3330,2887,0.8242
3330,3673,0.7999
3330,2930,0.7777
3330,3814,0.7649
3330,2306,0.756
3330,3819,0.7042
3330,4889,0.6658
3330,1273,0.6197
3330,5576,0.5514
3331,4151,0.392
3331,3392,0.3463
3331,2266,0.2962
3331,7852,0.2433
3331,1721,0.2407
3331,7548,0.2331
3331,5571,0.23
3331,3951,0.2165
3331,6469,0.2072
3331,797,0.2068
3332,5645,0.2373
3332,1782,0.155
3332,1000,0.1523
3332,928,0.1477
3332,324,0.1466
3332,2558,0.1381
3332,5345,0.1368
3332,452,0.1363
3332,535,0.1346
3332,774,0.1345
3333,5206,0.5051
3333,5929,0.4965
3333,8781,0.474
3333,8446,0.4654
3333,7471,0.4644
3333,8349,0.4625
3333,7426,0.4383
3333,9748,0.4047
3333,9731,0.3889
3333,8474,0.342
3334,2899,0.2265
3334,2003,0.2161
3334,8282,0.2085
3334,267,0.1982
3334,1688,0.1858
3334,1482,0.18
3334,2999,0.1789
3334,1538,0.1783
3334,437,0.1719
3334,143,0.1654
3335,2444,0.1585
3335,537,0.1141
3335,619,0.1038
3335,4117,0.0976
3335,9939,0.091
3335,1371,0.0866
3335,1761,0.0864
3335,1926,0.0862
3335,2946,0.0854
3335,1705,0.0846
3336,3687,0.7894
3336,3176,0.7568
3336,3326,0.7316
3336,2662,0.727
3336,4446,0.7047
3336,3862,0.6548
3336,1696,0.6243
3336,3970,0.6196
3336,5060,0.5622
3336,6624,0.475
3337,6616,0.6721
3337,9725,0.5201
3337,711,0.4892
3337,5016,0.172
3337,327,0.153
3337,713,0.135
3337,1002,0.1244
3337,91,0.1243
3337,2916,0.1241
3337,525,0.1232
3338,3650,0.4359
3338,9630,0.3053
3338,1657,0.3011
3338,5076,0.2992
3338,8975,0.2525
3338,7593,0.2227
3338,6475,0.2125
3338,7777,0.2035
3338,1312,0.1477
3338,5146,0.1217
3339,1764,0.6693
3339,3968,0.6044
3339,1397,0.5841
3339,1172,0.5411
3339,1137,0.5371
3339,918,0.503
3339,223,0.2891
3339,7919,0.2376
3339,5444,0.2166
3339,163,0.1484
3340,4251,0.7151
3340,4192,0.6931
3340,1993,0.667
3340,5928,0.6271
3340,3477,0.626
3340,1633,0.6014
3340,5290,0.6001
3340,1533,0.5974
3340,2604,0.5679
3340,2347,0.5478
3341,2792,0.8045
3341,7993,0.5591
3341,3249,0.5093
3341,1200,0.4824
3341,2118,0.4417
3341,862,0.4099
3341,4745,0.3714
3341,9164,0.3662
3341,2978,0.3593
3341,970,0.3544
3342,2024,0.2618
3342,872,0.2347
3342,1624,0.2138
3342,162,0.208
3342,2342,0.1732
3342,4485,0.1688
3342,1113,0.1679
3342,7622,0.161
3342,7198,0.1514
3342,4584,0.1348
3343,4576,0.21
3343,262,0.1277
3343,112,0.1275
3343,566,0.1229
3343,1044,0.1222
3343,352,0.1184
3343,2046,0.1179
3343,235,0.1177
3343,61,0.1156
3343,3908,0.1151
3344,6455,0.446
3344,1717,0.3106
3344,3853,0.3027
3344,9605,0.2921
3344,9784,0.2889
3344,2490,0.2748
3344,4333,0.2742
3344,2168,0.255
3344,2484,0.2546
3344,8609,0.2415
3345,1671,0.2786
3345,1203,0.2734
3345,950,0.2221
3345,1453,0.2007
3345,3441,0.1842
3345,5085,0.179
3345,324,0.1774
3345,2558,0.1741
3345,1782,0.1658
3345,928,0.165
3346,1114,0.335
3346,4219,0.3091
3346,5915,0.2327
3346,8564,0.2316
3346,3088,0.2012
3346,1771,0.1967
3346,230,0.1944
3346,2499,0.1912
3346,961,0.1826
3346,451,0.1774
3347,9130,0.6105
3347,581,0.1385
3347,774,0.1293
3347,4203,0.1202
3347,252,0.1192
3347,536,0.1052
3347,535,0.1039
3347,393,0.0995
3347,2734,0.0988
3347,3245,0.0963
3348,2879,0.3158
3348,2039,0.29
3348,1447,0.2795
3348,3353,0.2618
3348,1266,0.2519
3348,2582,0.2452
3348,3232,0.2433
3348,1478,0.2417
3348,1603,0.2403
3348,3376,0.2354
3349,87,0.1204
3349,1265,0.0933
3349,15,0.0813
3349,490,0.0808
3349,6064,0.068
3349,8,0.0635
3349,5,0.0624
3349,14,0.0619
3349,13,0.0598
3349,177,0.059
3350,4125,0.7052
3350,3052,0.603
3350,3563,0.3102
3350,2764,0.3051
3350,3677,0.2721
3350,4599,0.2142
3350,1504,0.1801
3350,1399,0.1584
3350,1634,0.1493
3350,3157,0.1451
3351,6822,0.2918
3351,972,0.2704
3351,706,0.2398
3351,699,0.2375
3351,2553,0.2342
3351,7616,0.1829
3351,1555,0.1419
3351,6842,0.1301
3351,547,0.1295
3351,298,0.1255
3352,148,0.2451
3352,7418,0.2357
3352,2757,0.1671
3352,901,0.1616
3352,3322,0.1611
3352,1171,0.1541
3352,273,0.142
3352,407,0.1406
3352,150,0.1309
3352,57,0.1295
3353,1775,0.3022
3353,1478,0.2796
3353,3376,0.2781
3353,1447,0.2751
3353,1266,0.2651
3353,3348,0.2618
3353,2409,0.2604
3353,6860,0.2576
3353,2039,0.2573
3353,4201,0.2537
3354,2510,0.5547
3354,4243,0.5396
3354,4532,0.4524
3354,764,0.3444
3354,3729,0.3112
3354,6577,0.309
3354,1537,0.2588
3354,2710,0.2561
3354,1501,0.2441
3354,700,0.2077
3355,5770,0.4904
3355,7348,0.4413
3355,8608,0.432
3355,7158,0.4303
3355,8431,0.4275
3355,5758,0.4256
3355,7053,0.4228
3355,2849,0.4124
3355,6174,0.4097
3355,3906,0.3905
3356,4949,0.2679
3356,1115,0.1169
3356,688,0.0898
3356,3315,0.0894
3356,81,0.0824
3356,31,0.0786
3356,4189,0.0742
3356,383,0.0687
3356,221,0.0684
3356,46,0.0671
3357,3537,0.7398
3357,1534,0.5749
3357,2842,0.5645
3357,4294,0.5346
3357,4512,0.5212
3357,4618,0.5117
3357,4463,0.4812
3357,2383,0.4733
3357,4948,0.4253
3357,2539,0.3996
3358,1687,0.4546
3358,1223,0.2808
3358,9758,0.2518
3358,809,0.1561
3358,846,0.1547
3358,337,0.1467
3358,3858,0.1424
3358,6063,0.1394
3358,3252,0.135
3358,432,0.1334
3359,3200,0.7985
3359,3362,0.7675
3359,3000,0.7436
3359,2469,0.7198
3359,2658,0.7189
3359,2501,0.7123
3359,2718,0.7121
3359,2489,0.7077
3359,2944,0.696
3359,2936,0.6939
3360,4955,0.6818
3360,5695,0.6613
3360,7226,0.6377
3360,7118,0.6063
3360,7253,0.6015
3360,8401,0.2656
3360,1801,0.1531
3360,3899,0.1397
3360,1918,0.1358
3360,2898,0.1278
3361,4397,0.3563
3361,2220,0.2868
3361,4823,0.2378
3361,3026,0.2301
3361,5796,0.2136
3361,3413,0.2068
3361,5873,0.2033
3361,932,0.2017
3361,2327,0.2008
3361,5471,0.1922
3362,3359,0.7675
3362,3000,0.7668
3362,3200,0.765
3362,2718,0.7345
3362,2658,0.7258
3362,2944,0.723
3362,2677,0.7197
3362,2936,0.7129
3362,2501,0.7006
3362,2452,0.6982
3363,5303,0.3963
3363,5265,0.3868
3363,3274,0.3555
3363,3047,0.3504
3363,6334,0.3374
3363,5446,0.3322
3363,798,0.3215
3363,4877,0.3129
3363,7611,0.3079
3363,2512,0.2923
3364,1186,0.2559
3364,387,0.1908
3364,2240,0.1834
3364,715,0.1564
3364,1580,0.1418
3364,6745,0.1416
3364,3916,0.1201
3364,456,0.1128
3364,248,0.1098
3364,138,0.1068
3365,2919,0.9107
3365,2929,0.8914
3365,2685,0.8845
3365,2402,0.8556
3365,2152,0.8165
3365,4436,0.7754
3365,1824,0.7654
3365,7192,0.6827
3365,8797,0.6247
3365,548,0.5371
3366,3982,0.7073
3366,3705,0.7037
3366,4590,0.6998
3366,4025,0.6817
3366,3198,0.6488
3366,3965,0.6373
3366,4358,0.6021
3366,3280,0.585
3366,3870,0.5809
3366,2574,0.5788
3367,4040,0.4433
3367,3945,0.4146
3367,7463,0.4116
3367,1150,0.369
3367,2383,0.3688
3367,2539,0.3522
3367,1534,0.3504
3367,4294,0.3409
3367,3357,0.3404
3367,4948,0.3375
3368,4097,0.2082
3368,2743,0.2036
3368,2805,0.1986
3368,6730,0.1841
3368,5333,0.1507
3368,3436,0.1131
3368,4184,0.1125
3368,2767,0.1102
3368,2244,0.1094
3368,987,0.1039
3369,3276,0.7604
3369,3664,0.7499
3369,3089,0.7414
3369,2861,0.7234
3369,2389,0.6925
3369,4675,0.6836
3369,4667,0.597
3369,1616,0.5609
3369,6053,0.331
3369,8761,0.2704
3370,877,0.1638
3370,7039,0.1234
3370,7524,0.1206
3370,397,0.1129
3370,80,0.1053
3370,9891,0.0979
3370,3903,0.0961
3370,7913,0.0952
3370,5994,0.0906
3370,635,0.0869
3371,3043,0.8642
3371,1563,0.7014
3371,9335,0.1902
3371,1736,0.1545
3371,7004,0.1346
3371,4786,0.1342
3371,2509,0.1324
3371,623,0.1254
3371,7933,0.1224
3371,4736,0.1144
3372,4033,0.3239
3372,1453,0.1969
3372,1667,0.195
3372,667,0.1898
3372,3655,0.1888
3372,831,0.1857
3372,921,0.1845
3372,541,0.1757
3372,443,0.1748
3372,827,0.1741
3373,437,0.1607
3373,1195,0.144
3373,318,0.1431
3373,359,0.1354
3373,146,0.1329
3373,143,0.1326
3373,313,0.131
3373,235,0.1268
3373,61,0.1232
3373,267,0.1207
3374,5507,0.4508
3374,3924,0.4468
3374,2657,0.4399
3374,2735,0.439
3374,3803,0.4336
3374,1922,0.4286
3374,4124,0.4268
3374,3513,0.4231
3374,5775,0.4204
3374,4789,0.4067
3375,4052,0.8888
3375,2740,0.8444
3375,4888,0.7792
3375,6014,0.5547
3375,7410,0.5448
3375,6182,0.5436
3375,7785,0.5322
3375,8728,0.5214
3375,851,0.4779
3375,8848,0.0897
3376,7720,0.3126
3376,9767,0.2963
3376,8260,0.2843
3376,1266,0.2836
3376,1632,0.2803
3376,3353,0.2781
3376,5991,0.2775
3376,1447,0.2735
3376,1775,0.2685
3376,8478,0.2641
3377,1041,0.2454
3377,8792,0.2328
3377,4104,0.2041
3377,4866,0.2005
3377,1364,0.1485
3377,485,0.1466
3377,177,0.1459
3377,2177,0.1307
3377,7172,0.1245
3377,2131,0.1213
3378,4305,0.6585
3378,2614,0.6232
3378,1962,0.5683
3378,1889,0.5307
3378,1636,0.5206
3378,4997,0.513
3378,1653,0.5043
3378,3408,0.4539
3378,980,0.4324
3378,2126,0.4111
3379,2709,0.2235
3379,8570,0.2163
3379,7952,0.1616
3379,560,0.1542
3379,1041,0.1486
3379,2982,0.1467
3379,2177,0.1436
3379,9549,0.1405
3379,4104,0.1394
3379,177,0.1384
3380,2602,0.6096
3380,1744,0.5564
3380,3647,0.5195
3380,1882,0.518
3380,4247,0.477
3380,5240,0.4524
3380,5043,0.3947
3380,5289,0.3899
3380,2431,0.3627
3380,5082,0.362
3381,2921,0.2644
3381,8168,0.2641
3381,4822,0.223
3381,1492,0.2108
3381,3535,0.1743
3381,2466,0.174
3381,2960,0.1738
3381,6736,0.1705
3381,5716,0.1661
3381,6298,0.1525
3382,4105,0.8162
3382,4556,0.8008
3382,4781,0.7703
3382,5659,0.7535
3382,3454,0.743
3382,5760,0.7297
3382,2317,0.713
3382,2545,0.7123
3382,5218,0.7104
3382,4030,0.6842
3383,3409,0.2317
3383,1663,0.2144
3383,5132,0.2058
3383,708,0.2051
3383,1506,0.2043
3383,1206,0.1913
3383,1835,0.1897
3383,2521,0.1865
3383,1529,0.1846
3383,4160,0.1837
3384,4564,0.6735
3384,1776,0.655
3384,9652,0.4429
3384,3748,0.339
3384,942,0.3348
3384,796,0.2978
3384,1658,0.2809
3384,3150,0.2763
3384,4023,0.2751
3384,7085,0.2678
3385,4620,0.2742
3385,985,0.2408
3385,1683,0.2335
3385,5495,0.1984
3385,8064,0.1671
3385,2707,0.14
3385,2246,0.1268
3385,1154,0.1163
3385,92,0.1024
3385,3695,0.1015
3386,2575,0.3568
3386,1599,0.3547
3386,3042,0.343
3386,5741,0.3367
3386,3067,0.3334
3386,6757,0.3323
3386,4133,0.3291
3386,5361,0.3251
3386,4089,0.3239
3386,1406,0.3095
3387,1161,0.2226
3387,3079,0.2082
3387,225,0.1832
3387,7826,0.1709
3387,2601,0.1679
3387,730,0.1639
3387,2004,0.1629
3387,131,0.1546
3387,395,0.1501
3387,32,0.1271
3388,718,0.2551
3388,2314,0.2485
3388,887,0.2266
3388,395,0.1484
3388,1214,0.1469
3388,4942,0.144
3388,301,0.1365
3388,959,0.1351
3388,264,0.1331
3388,1184,0.1315
3389,827,0.1691
3389,2161,0.162
3389,2104,0.146
3389,2112,0.1456
3389,363,0.1372
3389,1062,0.1352
3389,324,0.1249
3389,1004,0.123
3389,921,0.1203
3389,8268,0.1189
3390,5988,0.1741
3390,740,0.1674
3390,9702,0.1671
3390,3565,0.1539
3390,1061,0.1532
3390,958,0.1522
3390,639,0.1429
3390,1489,0.1426
3390,2032,0.1416
3390,133,0.1404
3391,3053,0.5194
3391,5618,0.5121
3391,2800,0.4237
3391,2502,0.3257
3391,8711,0.2901
3391,6912,0.2782
3391,2264,0.2479
3391,3458,0.2416
3391,2094,0.2293
3391,2138,0.2223
3392,3331,0.3463
3392,2266,0.3196
3392,7548,0.3072
3392,7852,0.2889
3392,1721,0.2767
3392,3951,0.2746
3392,5571,0.2665
3392,9751,0.2531
3392,4090,0.2507
3392,4151,0.2384
3393,3500,0.9172
3393,2808,0.8857
3393,4914,0.8064
3393,2654,0.8041
3393,4257,0.7941
3393,5168,0.7857
3393,2416,0.7818
3393,1880,0.7176
3393,6581,0.6906
3393,6744,0.6269
3394,2055,0.5504
3394,4636,0.5039
3394,2849,0.5017
3394,5121,0.4853
3394,3277,0.4597
3394,5781,0.4306
3394,5770,0.4254
3394,5758,0.4228
3394,8431,0.4175
3394,6174,0.4091
3395,3396,0.8923
3395,3660,0.8795
3395,3086,0.8585
3395,3082,0.8564
3395,2937,0.8206
3395,2353,0.763
3395,1895,0.685
3395,1572,0.6747
3395,5923,0.5891
3395,766,0.499
3396,3395,0.8923
3396,3086,0.8694
3396,3082,0.8684
3396,3660,0.8684
3396,2937,0.8282
