book_id,title,authors,average_rating,v,weighted
2218,Ancillary Justice (Imperial Radch #1),Ann Leckie,3.97,589,3.8996310860468024
2219,"The Pillars of Creation (Sword of Truth, #7)",Terry Goodkind,3.67,659,3.753393834906001
2220,Built to Last: Successful Habits of Visionary Companies,"James C. Collins, Jerry I. Porras",3.98,333,3.915031573741233
2221,The Life We Bury,Allen Eskens,3.93,682,3.8708141977890818
2222,Fireproof,Eric Wilson,4.47,206,3.975053942539571
2223,"The Eagle Has Landed (Liam Devlin, #1)",Jack Higgins,4.15,525,3.9621282358192733
2224,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",Laurell K. Hamilton,4.12,702,3.959314286002554
2225,"John Dies at the End (John Dies at the End, #1)",David Wong,3.92,547,3.886190748881264
2226,The Demon-Haunted World: Science as a Candle in the Dark,"Carl Sagan, Ann Druyan",4.27,440,4.020624131668584
2227,Stolen: A Letter to My Captor,Lucy Christopher,3.93,435,3.872108760318583
2228,Solaris,Stanisław Lem,3.97,499,3.8954429110597317
2229,Prozac Nation,Elizabeth Wurtzel,3.57,540,3.7433106321819496
2230,The Black Cauldron (The Chronicles of Prydain #2),Lloyd Alexander,4.13,701,3.996500973020043
2231,This Is Your Brain on Music: The Science of a Human Obsession,Daniel J. Levitin,3.86,259,3.9044099774491814
2232,The First Phone Call from Heaven,Mitch Albom,3.73,422,3.84860343290433
2233,Possible Side Effects,Augusten Burroughs,3.97,482,3.879935800121884
2234,Still Life with Bread Crumbs,Anna Quindlen,3.63,569,3.8184515409264312
2235,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,3.97,619,3.899637237004728
2236,Holy Bible: New International Version,Anonymous,4.61,350,4.030332144378623
2237,"Lover Reborn (Black Dagger Brotherhood, #10)",J.R. Ward,4.35,656,4.042159386016777
2238,"The Duke and I (Bridgertons, #1)",Julia Quinn,4.11,433,3.9512906964250956
2239,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)","Margaret Weis, Tracy Hickman",4.12,489,3.9475332657656548
2240,A Raisin in the Sun,Lorraine Hansberry,3.72,719,3.828051008551891
2241,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,4.1,575,3.924467202496785
2242,"The Sum of All Fears (Jack Ryan Universe, #7)",Tom Clancy,3.99,639,3.9078861543135313
2243,The Good Neighbor,A.J. Banner,3.33,382,3.6904674393795096
2244,"Saga, Vol. 2 (Saga, #2)","Brian K. Vaughan, Fiona Staples",4.57,528,4.134881039947672
2245,"The Enemy (Jack Reacher, #8)",Lee Child,4.15,683,3.9905636669042064
2246,Flash Boys: A Wall Street Revolt,Michael   Lewis,4.12,408,3.9278582638938535
2247,The Diving Bell and the Butterfly,"Jean-Dominique Bauby, Jeremy Leggatt",4.01,565,3.9607043376741
2248,Killing Kennedy: The End of Camelot,"Bill O'Reilly, Martin Dugard",4.05,366,3.94465322417552
2249,Rogue Lawyer,John Grisham,3.7,496,3.8045798965236575
2250,The Life and Times of the Thunderbolt Kid,Bill Bryson,3.93,589,3.8905879616473227
2251,Still Missing,Chevy Stevens,3.96,511,3.881994489766811
2252,"'Tis (Frank McCourt, #2)",Frank McCourt,3.66,703,3.789421377657626
2253,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,4.01,444,3.94977361358284
2254,"Fairest (The Lunar Chronicles, #3.5)",Marissa Meyer,4.02,631,3.9450214103365573
2255,An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,4.03,458,3.9288392117088495
2256,Jesus Calling: Enjoying Peace in His Presence,Sarah  Young,4.54,217,4.006023960883566
2257,Who's Afraid of Virginia Woolf?,Edward Albee,4.09,641,3.9639912592887536
2258,"The Last Wish (The Witcher, #1)",Andrzej Sapkowski,4.2,407,3.948602835344678
2259,Foucault's Pendulum,"Umberto Eco, William Weaver",3.89,705,3.8585993107423793
2260,A Pocket for Corduroy,Don Freeman,4.29,752,4.041617388885063
2261,"The 5th Horseman (Women's Murder Club, #5)","James Patterson, Maxine Paetro",4.03,660,3.931216258513616
2262,"Kushiel's Dart (Phèdre's Trilogy, #1)",Jacqueline Carey,4.04,577,3.9211388382988717
2263,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,4.23,254,3.9856496413181395
2264,"Explosive Eighteen (Stephanie Plum, #18)",Janet Evanovich,3.92,737,3.912072852731762
2265,"Lies (Gone, #3)",Michael  Grant,4.09,451,3.924242800553306
2266,The Pursuit of God,A.W. Tozer,4.38,282,4.000969213254877
2267,"The Iron Knight (The Iron Fey, #4)",Julie Kagawa,4.23,515,3.970752834626678
2268,"Maisie Dobbs (Maisie Dobbs, #1)",Jacqueline Winspear,3.91,555,3.881529003943184
2269,"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,4.32,579,3.9865953962045175
2270,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",Ann Brashares,3.8,639,3.820489903008084
2271,"Feet of Clay (Discworld, #19; City Watch, #3)",Terry Pratchett,4.26,856,4.032125561333108
2272,"The Millennium Trilogy (Millennium Trilogy, #1-3)","Stieg Larsson, Reg Keeland",4.46,360,4.019747633930148
2273,The Butterfly Garden (The Collector #1),Dot Hutchison,4.07,397,3.921649198340587
2274,Skinny Legs and All,Tom Robbins,4.03,714,3.925258554897644
2275,"Destined for an Early Grave (Night Huntress, #4)",Jeaniene Frost,4.34,582,4.053008727539356
2276,"In Flight (Up in the Air, #1)",R.K. Lilley,4.1,548,3.9157653651233044
2277,"Cross (Alex Cross, #12)",James Patterson,3.99,624,3.922638851932942
2278,"All-American Girl (All-American Girl, #1)",Meg Cabot,3.73,607,3.770277670532427
2279,Neither Here nor There: Travels in Europe,Bill Bryson,3.88,547,3.90934827797291
2280,Boy Meets Boy,David Levithan,3.85,284,3.8725788981374087
2281,We Are Water,Wally Lamb,3.79,665,3.850656955802638
2282,"Max (Maximum Ride, #5)",James Patterson,4.07,603,3.8824747830104895
2283,"Halo (Halo, #1)",Alexandra Adornetto,3.67,446,3.7973419913562116
2284,The Inheritance of Loss,Kiran Desai,3.41,612,3.7184719525428824
2285,"A Darkness At Sethanon (The Riftwar Saga, #4)",Raymond E. Feist,4.17,550,3.963253355223145
2286,The Sorrows of Young Werther,"Johann Wolfgang von Goethe, Burton Pike",3.63,439,3.8353716300516316
2287,"At Grave's End (Night Huntress, #3)",Jeaniene Frost,4.31,614,4.030885181152877
2288,Don't Let's Go to the Dogs Tonight,Alexandra Fuller,3.96,601,3.9177102568588156
2289,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,643,3.9618369333311074
2290,Eating Animals,Jonathan Safran Foer,4.18,447,3.963385534654094
2291,"Flyte (Septimus Heap, #2)","Angie Sage, Mark Zug",3.99,545,3.8901160844737763
2292,ساق البامبو,"سعود السنعوسي, Saud Alsanousi",4.25,326,3.9856716992249934
2293,"The Girl of Fire and Thorns (Fire and Thorns, #1)",Rae Carson,3.81,622,3.866513499718475
2294,"Enclave (Razorland, #1)",Ann Aguirre,3.92,532,3.8927858906398454
2295,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,"Dava Sobel, Neil Armstrong",3.95,534,3.9191607539769047
2296,"Unnatural Exposure (Kay Scarpetta, #8)",Patricia Cornwell,4.05,608,3.952142974077396
2297,Faust: First Part,"Johann Wolfgang von Goethe, Peter Salm",3.93,580,3.9133200480273853
2298,Lies My Teacher Told Me,James W. Loewen,3.96,596,3.934367663425439
2299,"Fool's Fate (Tawny Man, #3)",Robin Hobb,4.38,658,4.06822459910929
2300,"Locke & Key, Vol. 1: Welcome to Lovecraft","Joe Hill, Gabriel Rodríguez",4.18,469,4.009954089942768
2301,"The Ask and the Answer (Chaos Walking, #2)",Patrick Ness,4.2,547,3.963768471338278
2302,Scarlett,Alexandra Ripley,3.44,564,3.6826333088015866
2303,"Bloody Bones (Anita Blake, Vampire Hunter #5)",Laurell K. Hamilton,4.1,687,3.9509544693100236
2304,This Side of Paradise,F. Scott Fitzgerald,3.68,613,3.827367021994428
2305,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Blaine Harden,3.99,360,3.9158717655928115
2306,"Every Which Way But Dead (The Hollows, #3)",Kim Harrison,4.29,643,4.02545784047749
2307,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",Curtis Sittenfeld,3.63,650,3.792611747004648
2308,Seven Days in the Art World,Sarah Thornton,3.54,143,3.888473725189003
2309,The Children of Húrin,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",3.94,460,3.875277254491621
2310,The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,4.29,405,3.987647309999752
2311,Mr. Popper's Penguins,"Richard Atwater, Florence Atwater, Robert Lawson",3.95,590,3.917763814349324
2312,"Shadow Puppets (Ender's Shadow, #3)",Orson Scott Card,3.88,737,3.871912210161481
2313,"The Magician's Land (The Magicians, #3)",Lev Grossman,4.16,724,3.975538140283888
2314,Light in August,William Faulkner,3.93,768,3.8893482936624784
2315,The Trumpet of the Swan,"E.B. White, Fred Marcellino",4.06,671,3.9343257605696573
2316,Tenth of December,George Saunders,3.96,562,3.9204598981476253
2317,"Night Pleasures (Dark-Hunter, #1)",Sherrilyn Kenyon,4.23,522,3.96734845828738
2318,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,"Thomas J. Stanley, William D. Danko",4.0,389,3.9078680179332235
2319,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",Ally Carter,4.2,445,3.957187768745836
2320,"Chronicles, Vol. 1",Bob Dylan,3.98,301,3.926697684832652
2321,The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,598,3.883269010033519
2322,Dreams of Joy (Shanghai Girls #2),Lisa See,4.06,659,3.923023585354541
2323,Tell Me Your Dreams,Sidney Sheldon,3.93,349,3.855762296830319
2324,"By the Shores of Silver Lake  (Little House, #5)","Laura Ingalls Wilder, Garth Williams",4.16,771,3.994576579994161
2325,"The Player of Games (Culture, #2)",Iain M. Banks,4.26,523,3.99672240975906
2326,The Cricket in Times Square,"George Selden, Garth Williams",4.01,657,3.9534193003551987
2327,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.01,331,3.9188892215593247
2328,Junky,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",3.85,446,3.8791227206189554
2329,Getting to Yes: Negotiating an Agreement Without Giving In,"Roger Fisher, William Ury, Bruce Patton",3.88,344,3.886779033354725
2330,"Mile High (Up in the Air, #2)",R.K. Lilley,4.21,443,3.9546709052809756
2331,November 9,Colleen Hoover,4.41,581,4.083130233658437
2332,"Everything We Keep (Everything We Keep, #1)",Kerry Lonsdale,3.84,378,3.8257185911201996
2333,"The Mighty Storm (The Storm, #1)",Samantha Towle,4.19,509,3.971832877844437
2334,The Song of Achilles,Madeline Miller,4.27,494,3.9602325034597192
2335,The Girl with the Lower Back Tattoo,Amy Schumer,3.76,568,3.8612465140665835
2336,The Bhagavad Gita,"Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró",4.1,407,3.927812814554657
2337,The New York Trilogy,"Paul Auster, Art Spiegelman",3.92,485,3.8897599715021958
2338,Esperanza Rising,Pam Muñoz Ryan,3.91,480,3.9026786005797796
2339,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",J.D. Salinger,4.11,601,3.992936215428399
2340,Sex and the City,Candace Bushnell,3.37,414,3.6985619272047967
2341,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",Laurell K. Hamilton,4.12,675,3.9571052016076145
2342,Beyond Good and Evil,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",4.01,514,3.9022707197914226
2343,The Watsons Go to Birmingham - 1963,Christopher Paul Curtis,3.95,487,3.9246789903092467
2344,Factotum,Charles Bukowski,3.96,367,3.916898649610681
2345,"The Immortal Rules (Blood of Eden, #1)",Julie Kagawa,4.1,397,3.9324271099617114
2346,Columbine,Dave Cullen,4.26,571,4.004235299801637
2347,"Lasher (Lives of the Mayfair Witches, #2)",Anne Rice,3.84,736,3.8368821586090944
2348,Yellow Crocus,Laila Ibrahim,4.24,373,3.951984343360978
2349,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,"Mark Owen, Kevin Maurer",3.95,328,3.892870967673942
2350,The Chaperone,Laura Moriarty,3.84,640,3.850253958436855
2351,"All That Remains (Kay Scarpetta, #3)",Patricia Cornwell,4.05,618,3.9385070792095913
2352,The Regulators,"Richard Bachman, Stephen King",3.63,869,3.6996131754953434
2353,Season of Mists (The Sandman #4),"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",4.54,745,4.161230603304736
2354,Judge & Jury,"James Patterson, Andrew Gross",3.98,539,3.9106713665693054
2355,Silas Marner,George Eliot,3.6,828,3.751738923737792
2356,"Origin (Lux, #4)",Jennifer L. Armentrout,4.44,663,4.080517159736671
2357,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,4.05,565,3.9532557614980846
2358,"Beautiful Redemption (Caster Chronicles, #4)","Kami Garcia, Margaret Stohl",3.94,587,3.8706599222218117
2359,The Distant Hours,Kate Morton,3.87,605,3.8831665717485055
2360,I Let You Go,Clare Mackintosh,4.09,420,3.937147585166911
2361,"Kidnapped (David Balfour, #1)",Robert Louis Stevenson,3.78,730,3.8567854685351026
2362,"Friday Night Lights: A Town, a Team, and a Dream",H.G. Bissinger,4.11,369,3.938951320301173
2363,Beautiful Boy: A Father's Journey Through His Son's Addiction,David Sheff,4.03,438,3.9310494225685018
2364,"The Vincent Boys (The Vincent Boys, #1)",Abbi Glines,3.98,575,3.9256066088660666
2365,The Cask of Amontillado,Edgar Allan Poe,4.09,697,3.9714575616803955
2366,Metamorphoses,"Ovid, David Raeburn, Denis Feeney",4.03,631,3.933979617149344
2367,In the Time of the Butterflies,Julia Alvarez,4.13,621,3.9519332040984887
2368,Gap Creek,Robert Morgan,3.71,609,3.8163624213617657
2369,"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,4.16,585,3.983242100800208
2370,The Legend of Sleepy Hollow (Graphic Novel),"Bo Hampton, Tracey Hampton, Washington Irving",3.96,599,3.907501422212447
2371,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",Jen Lancaster,3.9,494,3.866461972491553
2372,The Witness,Nora Roberts,4.19,495,3.95906242496425
2373,"Blindsighted (Grant County, #1)",Karin Slaughter,4.1,434,3.938931599171534
2374,Angle of Repose,Wallace Stegner,4.27,722,4.060672491480107
2375,"Tinker, Tailor, Soldier, Spy",John le Carré,4.04,674,3.9209498358100667
2376,"Lord Brocktree (Redwall, #13)",Brian Jacques,3.95,529,3.900788206015683
2377,"Through the Ever Night (Under the Never Sky, #2)",Veronica Rossi,4.17,513,3.976623918114101
2378,Barefoot,Elin Hilderbrand,3.77,482,3.8318097097651496
2379,My Friend Leonard,James Frey,3.83,441,3.8528448038873786
2380,Cat on a Hot Tin Roof,Tennessee Williams,4.07,711,3.9811861050825392
2381,"The Final Warning (Maximum Ride, #4)",James Patterson,3.86,623,3.8438514282385667
2382,"Golden Fool (Tawny Man, #2)",Robin Hobb,4.32,632,4.030578425504942
2383,"Split Second (Sean King & Michelle Maxwell, #1)",David Baldacci,3.98,553,3.9194699593507227
2384,"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",Michael Connelly,4.17,612,3.972893645339847
2385,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",Tad Williams,3.95,615,3.8726771461831486
2386,"Persepolis, Volume 1",Marjane Satrapi,4.27,372,3.994470966013404
2387,"At Home in Mitford (Mitford Years, #1)",Jan Karon,4.11,510,3.9292535529448074
2388,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,4.01,221,3.923226490075364
2389,"Scorpia (Alex Rider, #5)",Anthony Horowitz,4.16,412,3.932435646889787
2390,"The Queen of the Tearling (The Queen of the Tearling, #1)",Erika Johansen,4.02,584,3.924285711354422
2391,"One False Note (The 39 Clues, #2)",Gordon Korman,3.88,382,3.8927333294134336
2392,"Tithe (Modern Faerie Tales, #1)",Holly Black,3.73,609,3.832010999017833
2393,"Echo Burning (Jack Reacher, #5)",Lee Child,3.98,660,3.917088127230673
2394,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",L.J. Smith,3.74,463,3.792136116681438
2395,"Never Never (Never Never, #1)","Colleen Hoover, Tarryn Fisher",4.12,562,3.971541801378986
2396,Into the Darkest Corner,Elizabeth Haynes,4.1,414,3.951337439969019
2397,The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (Classic Crime),"Richard Lancelyn Green, Ronald Knox, Julian Symons, Various",4.4,543,4.076839366646903
2398,"Roses are Red (Alex Cross, #6)",James Patterson,4.02,704,3.9227390970347646
2399,"Naked Empire (Sword of Truth, #8)",Terry Goodkind,3.82,619,3.7957079311635677
2400,"Map of Bones (Sigma Force, #2)",James Rollins,4.06,390,3.941041380973449
2401,The Stranger,Harlan Coben,3.85,524,3.8500365431805474
2402,"Unbelievable (Pretty Little Liars, #4)",Sara Shepard,4.06,367,3.9000951855119284
2403,A Passage to India,"E.M. Forster, Oliver Stallybrass, Pankaj Mishra",3.66,839,3.8045943052258737
2404,"Seraphina (Seraphina, #1)",Rachel Hartman,3.98,518,3.9178103282945345
2405,"Morrigan's Cross (Circle Trilogy, #1)",Nora Roberts,4.14,490,3.9577424896980222
2406,"The Mammoth Hunters (Earth's Children, #3)",Jean M. Auel,3.88,717,3.855804185180313
2407,"Princeps' Fury (Codex Alera, #5)",Jim Butcher,4.35,684,4.0243615729993065
2408,"Love Story (Love Story, #1)",Erich Segal,3.6,591,3.780058307764132
2409,Chrysanthemum,Kevin Henkes,4.31,508,4.019793449352963
2410,"Sweet Evil (Sweet, #1)",Wendy Higgins,4.13,492,3.95958696438594
2411,"The Winds of War (The Henry Family, #1)",Herman Wouk,4.36,710,4.0864504473060395
2412,"The Wind Through the Keyhole (The Dark Tower, #4.5)","Stephen King, Jae Lee",4.14,707,3.9943926670601426
2413,"The Last Kingdom (The Saxon Stories, #1)",Bernard Cornwell,4.23,450,3.9573190704426224
2414,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber,3.98,259,3.9238638786511544
2415,"Bunnicula (Bunnicula, #1)","James Howe, Deborah Howe, Alan Daniel",3.83,768,3.860605286938668
2416,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",R.A. Salvatore,4.24,483,3.9701901524334797
2417,"Ascend (Trylle, #3)",Amanda Hocking,4.08,512,3.900973397472438
2418,"The Keeper of Lost Causes (Department Q, #1)","Jussi Adler-Olsen, Lisa Hartford",3.98,444,3.914681573934992
2419,Of Love and Other Demons,Gabriel García Márquez,3.98,450,3.9205160280577855
2420,The Demigod Files (Percy Jackson and the Olympians),Rick Riordan,4.04,511,3.8950022352880076
2421,Musicophilia: Tales of Music and the Brain,Oliver Sacks,3.88,336,3.8960741809289767
2422,"End of Watch (Bill Hodges Trilogy, #3)",Stephen King,4.09,625,3.9199120813951183
2423,Fool,Christopher Moore,3.96,592,3.945504305446373
2424,The Book of Lost Things,John Connolly,3.98,561,3.8917000405114615
2425,My Life,Bill Clinton,3.72,305,3.8575488322511324
2426,300,"Frank Miller, Lynn Varley",3.93,503,3.870146308170028
2427,"Storm Warning (The 39 Clues, #9)",Linda Sue Park,3.98,274,3.9060835319690623
2428,"Only the Good Spy Young (Gallagher Girls, #4)",Ally Carter,4.29,434,3.9810551202023214
2429,"Persuader (Jack Reacher, #7)",Lee Child,4.09,671,3.955932199288396
2430,"Grave Sight (Harper Connelly, #1)",Charlaine Harris,3.85,679,3.8673787342239594
2431,"Flaggermusmannen (Harry Hole, #1)","Jo Nesbø, Don Bartlett",3.56,441,3.784381225277621
2432,"Blood Brothers (Sign of Seven, #1)",Nora Roberts,4.15,476,3.946517708472262
2433,Picture Perfect,Jodi Picoult,3.52,606,3.7746275992513056
2434,"Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1)","Nobuhiro Watsuki, Kenichiro Yagi",4.33,342,3.996332707444398
2435,Catching Jordan,Miranda Kenneally,3.85,321,3.869724425859327
2436,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,4.2,363,3.9633365389377357
2437,"This Girl (Slammed, #3)",Colleen Hoover,4.18,620,3.987456135389995
2438,There Was an Old Lady Who Swallowed a Fly,Simms Taback,4.2,489,3.982278368503329
2439,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,4.13,343,3.909024670480278
2440,The Satanic Verses,Salman Rushdie,3.71,639,3.8144436214712294
2441,Nothing to Envy: Ordinary Lives in North Korea,Barbara Demick,4.42,416,4.037848324589744
2442,Winning,"Jack Welch, Suzy Welch",3.8,203,3.856442767687853
2443,"Collide (Collide, #1)",Gail McHugh,4.24,515,3.9760616295302347
2444,How We Decide,Jonah Lehrer,3.81,247,3.893797576222663
2445,"The Beekeeper's Apprentice (Mary Russell, #1)",Laurie R. King,4.08,555,3.933969504144878
2446,The Story of Babar,"Jean de Brunhoff, Merle S. Haas",4.07,840,3.976942672148991
2447,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",Michael Scott,4.17,459,3.928272604491312
2448,"First Lord's Fury (Codex Alera, #6)",Jim Butcher,4.37,640,4.039783156920621
2449,The Imperfectionists,Tom Rachman,3.54,705,3.7763842786519954
2450,The Sea of Tranquility,Katja Millay,4.34,537,4.052068526490775
2451,"Persepolis 2: The Story of a Return (Persepolis, #2)","Marjane Satrapi, Anjali Singh",4.23,557,4.010601093963396
2452,"Pyramids (Discworld, #7)",Terry Pratchett,3.88,799,3.8698617089590295
2453,"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist,4.06,539,3.9263754321774016
2454,Before I Die,Jenny Downham,3.84,331,3.8791883018213507
2455,Committed: A Skeptic Makes Peace with Marriage,Elizabeth Gilbert,3.39,496,3.721659178275134
2456,Keeping the Moon,Sarah Dessen,3.86,494,3.8485440366377635
2457,"The Transfer (Divergent, #0.1)",Veronica Roth,4.19,394,3.9411911837277565
2458,"Chainfire (Sword of Truth, #9)",Terry Goodkind,3.95,580,3.8587838894180577
2459,Mastering the Art of French Cooking,"Julia Child, Simone Beck, Louisette Bertholle",4.33,402,4.0343912535818784
2460,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)","Kazue Kato, John Werry",4.36,232,3.983301905078671
2461,"Confessor (Sword of Truth, #11)",Terry Goodkind,4.08,576,3.907428845039348
2462,The Reluctant Fundamentalist,Mohsin Hamid,3.67,469,3.8165387015961967
2463,The False Prince (The Ascendance Trilogy #1),Jennifer A. Nielsen,4.22,477,3.979736487384666
2464,"Rabbit, Run (Rabbit Angstrom #1)",John Updike,3.57,770,3.7525597500603025
2465,Stumbling on Happiness,Daniel Todd Gilbert,3.82,393,3.8814067759121635
2466,The Waste Land and Other Poems,T.S. Eliot,4.23,608,4.00135171981357
2467,Little Bear,"Else Holmelund Minarik, Maurice Sendak",4.22,676,4.012076324162369
2468,The Pit and the Pendulum,Edgar Allan Poe,4.15,719,3.9802123311444255
2469,"Lords and Ladies (Discworld, #14; Witches #4)",Terry Pratchett,4.14,805,3.981069501104421
2470,"Thud! (Discworld, #34; City Watch #7)",Terry Pratchett,4.29,771,4.060686352966026
2471,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,4.05,594,3.9303484644888727
2472,"The Field Guide (The Spiderwick Chronicles, #1)","Holly Black, Tony DiTerlizzi",3.85,465,3.8440511034720766
2473,Radical: Taking Back Your Faith from the American Dream,David Platt,4.18,270,3.954090381674555
2474,The 48 Laws of Power,"Robert Greene, Joost Elffers",4.18,232,3.9337373649667966
2475,"My Side of the Mountain (Mountain, #1)",Jean Craighead George,4.03,778,3.964467793771438
2476,"The Winter Sea (Slains, #1)","Susanna Kearsley, Rosalyn Landor",4.07,552,3.904414524356409
2477,"The Sword Thief (The 39 Clues, #3)",Peter Lerangis,3.87,334,3.8820691280080615
2478,Coma,Robin Cook,3.86,640,3.868932198287429
2479,Requiem for a Dream,"Hubert Selby Jr., Darren Aronofsky, Richard Price",4.1,432,3.9338939902887846
2480,"Into the Wild (Warriors, #1)",Erin Hunter,4.29,308,3.939808694848221
2481,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.21,651,3.9942211983523217
2482,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45","Władysław Szpilman, Anthea Bell",4.24,326,3.988327212734918
2483,"Rush (Breathless, #1)",Maya Banks,3.97,436,3.881468341608988
2484,The Picture of Dorian Gray: A Graphic Novel,"Ian Edginton, Oscar Wilde, I.N.J. Culbard",4.12,560,3.9715090964446405
2485,Swan Song,Robert McCammon,4.28,502,4.000842465994536
2486,The Buried Giant,Kazuo Ishiguro,3.42,623,3.7301709535532677
2487,"Perdido Street Station (Bas-Lag, #1)",China Miéville,3.96,654,3.905913580408116
2488,"Need (Need, #1)",Carrie Jones,3.71,483,3.8391254016368705
2489,"Witches Abroad (Discworld, #12; Witches #3)",Terry Pratchett,4.2,818,3.984695631558128
2490,The Legend of Sleepy Hollow and Other Stories,"Geoffrey Crayon, Washington Irving, William L. Hedges",3.93,679,3.8942705752393953
2491,Heretics of Dune (Dune Chronicles #5),Frank Herbert,3.83,656,3.8521032949641167
2492,The Cross and the Switchblade,"David Wilkerson, John Sherrill, Elizabeth Sherrill",4.2,346,3.953100491739899
2493,"Captain's Fury (Codex Alera, #4)",Jim Butcher,4.38,686,4.030765300617589
2494,"Damned (Damned, #1)",Chuck Palahniuk,3.38,503,3.741232864339457
2495,Rules,Cynthia Lord,3.96,327,3.9180105357543997
2496,Swamplandia!,Karen Russell,3.21,693,3.6516400365892316
2497,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",Michael Connelly,4.21,602,4.002478415834936
2498,Salt: A World History,Mark Kurlansky,3.73,506,3.8591100519140173
2499,Villette,"Charlotte Brontë, A.S. Byatt, Μαρία Λαϊνά, Ignes Sodre",3.75,536,3.8522503528186256
2500,Reamde,Neal Stephenson,3.96,609,3.911371642845028
2501,"Soul Music (Discworld, #16; Death, #3)",Terry Pratchett,4.02,798,3.92084986126604
2502,"Notorious Nineteen (Stephanie Plum, #19)",Janet Evanovich,3.9,621,3.8797631047258134
2503,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,4.16,349,3.9584236451596198
2504,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",Frank Miller,4.16,563,3.9675427525627303
2505,The Greatest Salesman in the World,Og Mandino,4.19,290,3.9526744749660656
2506,"Casino Royale (James Bond, #1)",Ian Fleming,3.73,546,3.8258803687323217
2507,"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,4.34,452,4.018021981585864
2508,Sula,Toni Morrison,3.86,563,3.8706001723986736
2509,"The Atlantis Gene (The Origin Mystery, #1)",A.G. Riddle,3.69,399,3.793843652594572
2510,"The Red Queen (The Plantagenet and Tudor Novels, #3)",Philippa Gregory,3.74,519,3.806047949474847
2511,"Something About You (FBI/US Attorney, #1)",Julie James,3.94,312,3.9024440665701317
2512,Mr. Brown Can Moo! Can You?,Dr. Seuss,4.11,554,3.971987130567149
2513,"Black House (The Talisman, #2)","Stephen King, Peter Straub",3.99,818,3.926145864255921
2514,Marvel 1602,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",3.93,496,3.902414413018318
2515,"Act of Treason (Mitch Rapp, #9)",Vince Flynn,4.28,414,3.993989387532213
